1.180000000000000000e+02,3.300000000000000000e+01
1.190000000000000000e+02,3.400000000000000000e+01
1.200000000000000000e+02,3.500000000000000000e+01
1.210000000000000000e+02,3.600000000000000000e+01
1.220000000000000000e+02,3.700000000000000000e+01
1.230000000000000000e+02,3.800000000000000000e+01
1.240000000000000000e+02,1.000000000000000000e+00
1.250000000000000000e+02,4.000000000000000000e+01
1.260000000000000000e+02,4.100000000000000000e+01
1.270000000000000000e+02,4.200000000000000000e+01
1.280000000000000000e+02,5.000000000000000000e+00
1.290000000000000000e+02,6.000000000000000000e+00
1.300000000000000000e+02,7.000000000000000000e+00
1.310000000000000000e+02,8.000000000000000000e+00
1.320000000000000000e+02,9.000000000000000000e+00
1.330000000000000000e+02,1.000000000000000000e+01
1.340000000000000000e+02,1.100000000000000000e+01
1.350000000000000000e+02,1.200000000000000000e+01
1.360000000000000000e+02,1.300000000000000000e+01
1.370000000000000000e+02,1.400000000000000000e+01
1.380000000000000000e+02,1.600000000000000000e+01
1.390000000000000000e+02,1.700000000000000000e+01
1.400000000000000000e+02,1.800000000000000000e+01
1.410000000000000000e+02,1.900000000000000000e+01
1.420000000000000000e+02,2.000000000000000000e+01
1.430000000000000000e+02,2.100000000000000000e+01
1.440000000000000000e+02,2.200000000000000000e+01
1.450000000000000000e+02,2.300000000000000000e+01
1.460000000000000000e+02,2.400000000000000000e+01
1.470000000000000000e+02,2.500000000000000000e+01
1.480000000000000000e+02,2.600000000000000000e+01
1.490000000000000000e+02,2.700000000000000000e+01
1.500000000000000000e+02,2.800000000000000000e+01
1.510000000000000000e+02,2.900000000000000000e+01
1.520000000000000000e+02,3.000000000000000000e+01
1.530000000000000000e+02,3.100000000000000000e+01
1.540000000000000000e+02,3.200000000000000000e+01
